"Date","Price"
"Sep 09, 2019",10309.0
"Sep 08, 2019",10402.8
"Sep 07, 2019",10461.1
"Sep 06, 2019",10309.3
"Sep 05, 2019",10566.9
"Sep 04, 2019",10568.2
"Sep 03, 2019",10612.3
"Sep 02, 2019",10348.8
"Sep 01, 2019",9729.3
"Aug 31, 2019",9594.4
"Aug 30, 2019",9585.4
"Aug 29, 2019",9491.0
"Aug 28, 2019",9729.4
"Aug 27, 2019",10184.8
"Aug 26, 2019",10371.8
"Aug 25, 2019",10136.3
"Aug 24, 2019",10131.0
"Aug 23, 2019",10388.7
"Aug 22, 2019",10105.0
"Aug 21, 2019",10141.5
"Aug 20, 2019",10752.6
"Aug 19, 2019",10910.7
"Aug 18, 2019",10312.7
"Aug 17, 2019",10218.1
"Aug 16, 2019",10335.6
"Aug 15, 2019",10303.4
"Aug 14, 2019",10049.4
"Aug 13, 2019",10892.9
"Aug 12, 2019",11394.2
"Aug 11, 2019",11517.2
"Aug 10, 2019",11314.5
"Aug 09, 2019",12089.8
"Aug 08, 2019",12191.6
"Aug 07, 2019",12013.9
"Aug 06, 2019",11480.9
"Aug 05, 2019",11816.8
"Aug 04, 2019",10934.6
"Aug 03, 2019",10815.7
"Aug 02, 2019",10520.1
"Aug 01, 2019",10380.0
"Jul 31, 2019",10082.0
"Jul 30, 2019",9580.7
"Jul 29, 2019",9580.9
"Jul 28, 2019",9727.8
"Jul 27, 2019",9492.1
"Jul 26, 2019",9831.0
"Jul 25, 2019",9945.3
"Jul 24, 2019",9804.3
"Jul 23, 2019",9888.7
"Jul 22, 2019",10412.5
"Jul 21, 2019",10714.4
"Jul 20, 2019",10826.7
"Jul 19, 2019",10571.5
"Jul 18, 2019",10651.4
"Jul 17, 2019",9723.2
"Jul 16, 2019",9424.8
"Jul 15, 2019",10845.9
"Jul 14, 2019",10200.1
"Jul 13, 2019",11364.9
"Jul 12, 2019",11762.1
"Jul 11, 2019",11342.3
"Jul 10, 2019",12110.6
"Jul 09, 2019",12541.5
"Jul 08, 2019",12252.6
"Jul 07, 2019",11415.9
"Jul 06, 2019",11268.0
"Jul 05, 2019",10970.2
"Jul 04, 2019",11163.1
"Jul 03, 2019",11900.8
"Jul 02, 2019",10835.9
"Jul 01, 2019",10616.6
"Jun 30, 2019",10818.6
"Jun 29, 2019",11906.5
"Jun 28, 2019",12409.1
"Jun 27, 2019",11287.8
"Jun 26, 2019",13063.8
"Jun 25, 2019",11809.9
"Jun 24, 2019",11046.4
"Jun 23, 2019",10897.1
"Jun 22, 2019",10721.7
"Jun 21, 2019",10179.3
"Jun 20, 2019",9517.0
"Jun 19, 2019",9255.4
"Jun 18, 2019",9080.6
"Jun 17, 2019",9318.8
"Jun 16, 2019",8962.5
"Jun 15, 2019",8812.5
"Jun 14, 2019",8656.1
"Jun 13, 2019",8219.0
"Jun 12, 2019",8133.1
"Jun 11, 2019",7888.0
"Jun 10, 2019",7987.8
"Jun 09, 2019",7635.0
"Jun 08, 2019",7901.4
"Jun 07, 2019",7985.2
"Jun 06, 2019",7784.9
"Jun 05, 2019",7779.1
"Jun 04, 2019",7685.5
"Jun 03, 2019",8124.8
"Jun 02, 2019",8728.6
"Jun 01, 2019",8545.7
"May 31, 2019",8558.3
"May 30, 2019",8271.9
"May 29, 2019",8647.8
"May 28, 2019",8716.3
"May 27, 2019",8760.1
"May 26, 2019",8630.2
"May 25, 2019",8027.4
"May 24, 2019",7970.1
"May 23, 2019",7852.1
"May 22, 2019",7635.7
"May 21, 2019",7930.3
"May 20, 2019",7965.3
"May 19, 2019",8157.2
"May 18, 2019",7262.6
"May 17, 2019",7359.5
"May 16, 2019",7871.8
"May 15, 2019",8164.6
"May 14, 2019",7994.6
"May 13, 2019",7806.0
"May 12, 2019",6984.8
"May 11, 2019",7190.3
"May 10, 2019",6386.0
"May 09, 2019",6191.5
"May 08, 2019",5990.3
"May 07, 2019",5849.5
"May 06, 2019",5745.1
"May 05, 2019",5774.9
"May 04, 2019",5830.9
"May 03, 2019",5766.8
"May 02, 2019",5493.8
"May 01, 2019",5384.2
"Apr 30, 2019",5320.8
"Apr 29, 2019",5235.0
"Apr 28, 2019",5302.3
"Apr 27, 2019",5265.9
"Apr 26, 2019",5298.3
"Apr 25, 2019",5209.1
"Apr 24, 2019",5415.6
"Apr 23, 2019",5511.6
"Apr 22, 2019",5346.7
"Apr 21, 2019",5243.5
"Apr 20, 2019",5290.2
"Apr 19, 2019",5241.0
"Apr 18, 2019",5264.7
"Apr 17, 2019",5208.3
"Apr 16, 2019",5180.9
"Apr 15, 2019",5032.3
"Apr 14, 2019",5134.8
"Apr 13, 2019",5051.8
"Apr 12, 2019",5054.2
"Apr 11, 2019",5022.6
"Apr 10, 2019",5307.8
"Apr 09, 2019",5158.4
"Apr 08, 2019",5245.2
"Apr 07, 2019",5173.6
"Apr 06, 2019",5046.2
"Apr 05, 2019",5010.2
"Apr 04, 2019",4902.4
"Apr 03, 2019",4968.7
"Apr 02, 2019",4859.3
"Apr 01, 2019",4145.1
"Mar 31, 2019",4102.3
"Mar 30, 2019",4111.8
"Mar 29, 2019",4102.2
"Mar 28, 2019",4025.6
"Mar 27, 2019",4041.7
"Mar 26, 2019",3942.8
"Mar 25, 2019",3937.0
"Mar 24, 2019",3994.7
"Mar 23, 2019",4002.5
"Mar 22, 2019",3990.4
"Mar 21, 2019",3982.2
"Mar 20, 2019",4041.2
"Mar 19, 2019",4017.0
"Mar 18, 2019",3990.2
"Mar 17, 2019",3981.5
"Mar 16, 2019",4006.4
"Mar 15, 2019",3924.3
"Mar 14, 2019",3879.0
"Mar 13, 2019",3865.1
"Mar 12, 2019",3886.0
"Mar 11, 2019",3870.3
"Mar 10, 2019",3915.2
"Mar 09, 2019",3944.3
"Mar 08, 2019",3865.9
"Mar 07, 2019",3875.1
"Mar 06, 2019",3863.0
"Mar 05, 2019",3857.2
"Mar 04, 2019",3715.9
"Mar 03, 2019",3809.5
"Mar 02, 2019",3823.1
"Mar 01, 2019",3821.9
"Feb 28, 2019",3816.6
"Feb 27, 2019",3814.6
"Feb 26, 2019",3810.3
"Feb 25, 2019",3833.7
"Feb 24, 2019",3755.2
"Feb 23, 2019",4120.4
"Feb 22, 2019",3965.2
"Feb 21, 2019",3936.6
"Feb 20, 2019",3972.4
"Feb 19, 2019",3914.3
"Feb 18, 2019",3896.0
"Feb 17, 2019",3664.2
"Feb 16, 2019",3616.8
"Feb 15, 2019",3604.7
"Feb 14, 2019",3592.6
"Feb 13, 2019",3611.5
"Feb 12, 2019",3632.0
"Feb 11, 2019",3631.8
"Feb 10, 2019",3679.0
"Feb 09, 2019",3661.4
"Feb 08, 2019",3661.7
"Feb 07, 2019",3397.7
"Feb 06, 2019",3404.3
"Feb 05, 2019",3468.4
"Feb 04, 2019",3462.8
"Feb 03, 2019",3459.1
"Feb 02, 2019",3502.5
"Feb 01, 2019",3467.9
"Jan 31, 2019",3437.2
"Jan 30, 2019",3460.0
"Jan 29, 2019",3414.8
"Jan 28, 2019",3442.8
"Jan 27, 2019",3555.6
"Jan 26, 2019",3570.9
"Jan 25, 2019",3572.0
"Jan 24, 2019",3574.3
"Jan 23, 2019",3561.5
"Jan 22, 2019",3580.1
"Jan 21, 2019",3536.7
"Jan 20, 2019",3542.3
"Jan 19, 2019",3677.8
"Jan 18, 2019",3605.6
"Jan 17, 2019",3626.4
"Jan 16, 2019",3588.0
"Jan 15, 2019",3571.3
"Jan 14, 2019",3638.1
"Jan 13, 2019",3490.2
"Jan 12, 2019",3597.2
"Jan 11, 2019",3616.5
"Jan 10, 2019",3603.7
"Jan 09, 2019",3978.0
"Jan 08, 2019",3971.0
"Jan 07, 2019",3985.9
"Jan 06, 2019",4004.1
"Jan 05, 2019",3785.4
"Jan 04, 2019",3802.7
"Jan 03, 2019",3780.1
"Jan 02, 2019",3873.8
"Jan 01, 2019",3809.4
