Año,Entidad,BComerc SecPrim,BdeD SecPrim,BComerc SecSec,BdeD SecSec,BComerc SecTer,BdeD SecTer,Exportaciones,InverExtranjDir,PIBperCapita,IndiceDesempleo,ITAEE
2018,Yucatán,3530600000,5300000,9035100000,327500000,12922500000,0,1113910000,86014607.1099999,118244.607725341,1.50293,121.083435413452
2018,Zacatecas,667400000,0,4134400000,0,4699300000,0,3141633000,301735376.05,97524.1683319619,2.50984,107.335243098421
2019,Aguascalientes,1037900000,0,10585400000,3300000,6124800000,0,11794073000,452123379.213926,157304,3.34141,128.720961385751
2019,Baja California,4317500000,30100000,13440100000,1906700000,27788800000,5495300000,42396951000,1184563768.24225,160898,2.21851,123.590059452783
2019,Baja California Sur,712900000,0,4015000000,363600000,9643300000,2891000000,291812000,640016873.759809,201759,4.37215,138.18687666467
2019,Campeche,990400000,0,3950600000,0,2283900000,758000000,16579076000,151865731.295024,525822,3.22312,71.7406868895352
2019,Coahuila,4702000000,0,11065400000,1149000000,22867400000,328600000,47659461000,1491783975.65954,190258,4.27631,112.211580684546
2019,Colima,692300000,0,2051500000,2477300000,4871800000,0,684839000,41366343.1552618,141768,2.95786,119.346592163346
2019,Chiapas,620100000,0,1360900000,3900000,4047000000,41600000,820169000,256647309.567074,46146,2.45755,93.1555024368552
2019,Chihuahua,8085300000,0,19445100000,1615800000,23174800000,998200000,57434139000,1402643370.86571,152122,2.57083,120.297850555776
2019,Ciudad de México,12076900000,3000000,479050100000,179113000000,653117100000,108644300000,2667126000,8335695829.45711,346975,5.1012,117.209171765734
2019,Durango,3807300000,0,10559300000,9100000,6321600000,0,2737230000,178530477.22593,110135,3.25998,107.938651456371
2019,Guanajuato,8154600000,0,31110100000,246000000,28918700000,300400000,25065798000,796031265.521285,113810,3.29813,118.042712441984
2019,Guerrero,21700000,0,1222100000,0,2220200000,184800000,966474000,275535009.442161,66031,1.4506,110.028459859938
2019,Hidalgo,135200000,0,10067700000,439300000,4294200000,0,2299343000,282317790.159013,89538,2.50749,118.044105609283
2019,Jalisco,13038800000,63100000,72439900000,10252400000,79810300000,1722100000,21659640000,1565930268.00049,146238,3.05405,119.465227220522
2019,Estado de México,4103100000,0,73444200000,5002400000,60954500000,4000800000,20010001000,2932770662.4458,91481,4.55548,115.786744143428
2019,Michoacán,5970200000,0,7425300000,5400000,21968900000,65200000,5586479000,298006772.713909,88685,2.70983,118.096853303964
2019,Morelos,141500000,15300000,2396900000,11800000,3558700000,0,3086705000,655620472.785135,99420,2.42082,110.432602679315
2019,Nayarit,377700000,0,1023500000,0,3264000000,776500000,266760000,193957501.383084,95184,3.56766,116.806412588216
2019,Nuevo León,4172600000,0,180006400000,34503500000,139607500000,15902500000,39857053000,3273672643.11953,248248,3.72879,122.075623569889
2019,Oaxaca,33300000,0,1542900000,0,3115100000,0,712574000,56617071.9921611,61305,2.01734,103.006158658791
2019,Puebla,791900000,0,20623600000,930600000,27413300000,7565600000,17547974000,2043964901.08273,91146,2.49711,114.675168012904
2019,Querétaro,3265700000,0,20467700000,927300000,15002400000,222200000,12868798000,1167578650.41529,180054,4.71727,126.056720796488
2019,Quintana Roo,48600000,0,8967800000,0,46948200000,8925200000,80907000,662352130.791795,172315,3.0804,129.004446153259
2019,San Luis Potosí,1876000000,1165200000,17499400000,1026900000,9538000000,242200000,15531676000,853828210.837375,129552,2.28111,119.739213191702
2019,Sinaloa,9030700000,1265200000,12429700000,0,81777700000,7104000000,2840002000,262583250.395786,127437,2.84503,119.175663837464
2019,Sonora,10827300000,0,10778900000,2365000000,15741100000,2300000,19840531000,449702889.928694,191089,3.78906,113.803875689394
2019,Tabasco,520300000,1600000,2701900000,46800000,5928000000,0,5012815000,490590188.432289,176111,6.37283,81.0815128900023
2019,Tamaulipas,1732200000,0,12025600000,2367100000,12357600000,2140400000,29130161000,1623255701.53256,142994,3.21892,109.335832578036
2019,Tlaxcala,17700000,0,2028100000,0,759000000,1700000,1460865000,345720789.521812,76108,3.54575,118.149270630886
2019,Veracruz,6217100000,11700000,25801500000,154900000,14797600000,7200000,6697248000,1080612300.2841,94423,2.85788,102.593884954192
2019,Yucatán,3999100000,2600000,10291800000,202300000,15929900000,5800000,1119625000,159954371.503131,118378,1.91823,122.051226036684
2019,Zacatecas,584700000,0,3906500000,0.1,4558200000,0,2873522000,746490622.460238,91715,2.52846,103.436602266257
2020,Aguascalientes,1042200000,0,9381000000,0.1,6224000000,0,11449692000,743607216.49,143196.993982212,5.20224,118.124091057005
2020,Baja California,4514600000,0,13246600000,1597300000,28014000000,6616700000,40659059000,1196212694.22,146973.242911951,2.90385,118.993707275908
2020,Baja California Sur,413100000,0,3900000000,482600000,11654900000,2660500000,265755000,678124797.91,152268.017789534,5.18564,105.694544746449
2020,Campeche,1018900000,0,3989100000,0,2198200000,1170700000,10274656000,140254006.96,520241.643624315,3.38576,66.9786565117253
2020,Coahuila,5427400000,0,12294000000,1154700000,22615400000,255800000,44961569000,852056414.659999,170134.277009671,6.18004,99.4735515831712
2020,Colima,384100000,0,2522500000,2364900000,4911800000,0,752102000,91904719.1800001,138186.091980897,3.77421,110.550597353619
2020,Chiapas,727700000,0,1138700000,3200000,3685300000,42600000,729883000,133074832.68,45392.9578984052,2.77533,89.57924914193
2020,Chihuahua,8013100000,0,22563100000,1693300000,22569800000,1997900000,54920396000,634681960.149999,144124.111239597,3.68725,113.227933054421
2020,Ciudad de México,7386800000,0,433926900000,189572300000,629172900000,134005000000,2128076000,6910018965.49001,309310.646297089,6.64333,106.571756299141
2020,Durango,4291600000,0,9464300000,0,6353000000,0,2684823000,496523439.8,103805.440209533,4.82958,100.62745985362
2020,Guanajuato,7106900000,0,32194900000,240900000,32631100000,289600000,24048744000,199304332.279999,105844.446040772,5.25586,109.781798445745
2020,Guerrero,38000000,0,1026600000,0,2161900000,186700000,964914000,296857300.49,61286.7123169669,2.42992,99.1707772413469
2020,Hidalgo,158100000,0,10182700000,418600000,4099400000,0,1318941000,278677283.58,78766.613004044,2.1504,105.126865836674
2020,Jalisco,12492400000,223900000,81096600000,10880500000,85996700000,1642500000,20093245000,2131481968.57,134804.64716079,4.10237,110.484310595191
2020,Estado de México,3938200000,0,66990800000,6128700000,61249100000,3903400000,14009625000,2370109443.65001,87563.0255799969,6.53638,108.991899930574
2020,Michoacán,6314100000,0,6337200000,0,23501700000,15200000,5532248000,272722819.27,83296.4713953664,2.24854,110.041600258161
2020,Morelos,130200000,10000000,2746700000,1600000,3391100000,0,2644549000,386638948.97,90805.3714900179,2.45851,98.2970401006675
2020,Nayarit,387000000,0,725400000,0,2918100000,833700000,248396000,800277639.120001,86848.2892146705,4.00842,103.541319604691
2020,Nuevo León,4726700000,0,187199800000,33275400000,130680900000,15492700000,34511011000,3094599632.49,217578.847363324,4.30837,111.873096435257
2020,Oaxaca,51300000,0,1420600000,0,3112600000,0,642307000,244272427.45,57634.2207491116,1.68395,97.0010713617919
2020,Puebla,1018400000,0,20882900000,845000000,28599400000,7629000000,13514349000,582786076.06,80576.8885956206,6.10375,102.157606351528
2020,Querétaro,3598200000,0,16206100000,752400000,17613000000,270400000,11738889000,860961674.44,154898.62303338,7.00211,114.651266586548
2020,Quintana Roo,57300000,0,10497700000,0,56814700000,9676800000,20680000,159548588.95,118704.068655021,8.37969,97.9037462152997
2020,San Luis Potosí,2065100000,854700000,17727700000,458700000,10482800000,247600000,13664629000,912696127.910001,120675.176764679,3.1732,110.613844344015
2020,Sinaloa,8090700000,208100000,13722600000,755400000,75240600000,7522700000,2905253000,741646438.479999,122302.477450021,2.41045,110.806827308983
2020,Sonora,12058400000,0,12119100000,3214700000,15254000000,1700000,17735407000,582293177.78,186619.532130778,4.92204,107.691119939109
2020,Tabasco,334700000,0,3486200000,1734600000,5506100000,0,4117145000,464765610.42,193337.634094426,7.97533,83.9033509702415
2020,Tamaulipas,1754100000,0,9780800000,2414300000,12855900000,2201500000,26736210000,699768138.700001,134248.497690444,3.2186,100.074322862642
2020,Tlaxcala,14800000,0,2092700000,0,913700000,2600000,1448674000,359738847.8,67763.6050356782,5.56583,103.818628298517
2020,Veracruz,6400400000,14700000,23763200000,159000000,14760300000,7700000,5352788000,1000431265.53,91414.9390660234,3.4186,94.3281908518499
2020,Yucatán,3589700000,0,14143300000,225600000,17227100000,3500000,858471000,151552170.5,104752.974495217,2.63172,112.666459362094
2020,Zacatecas,522800000,0,3196300000,0,4352800000,0,3657768000,-405542247.79,89740.7945563201,4.11346,99.1237578298667
2021,Aguascalientes,1336200000,0,12166500000,13800000,6924200000,0,11532366000,41977075.9,227068.83,4.37726,121.927970842443
2021,Baja California,4457500000,0,16198600000,711600000,32858600000,6622600000,48001191000,2225030953.07,238056.82,2.04351,129.851473226848
2021,Baja California Sur,444100000,0,3583000000,625300000,12804400000,3051700000,342524000,1309385511.26,251885.56,2.5922,116.943570098432
2021,Campeche,1025500000,0,2249800000,0,1941300000,1152600000,15384611000,218397724.44,685520.45,2.9558,64.5644413322205
2021,Coahuila,6649900000,0,14153200000,1496600000,21182200000,331400000,53521728000,1037144407.11,277800,4.80892,104.767708955247
2021,Colima,495400000,0,2517900000,1923200000,6081700000,287600000,907312000,89751362.7399999,204309,3.12393,115.650676798818
2021,Chiapas,724800000,0,1176700000,8500000,4563900000,44200000,980389000,158921326,65342.94,3.33131,95.7077247159887
2021,Chihuahua,7738300000,0,24296900000,2297200000,27287200000,3402800000,58542745000,1894179459.15,228907,2.86673,120.495824538572
2021,Ciudad de México,4135400000,5800000,409554800000,178197300000,627968500000,116708900000,2540377000,5325927688.74999,409301,5.89173,107.121882408877
2021,Durango,4199900000,0,8691100000,0,6352600000,0,3251533000,461709596.42,158038,3.43068,106.301057933424
2021,Guanajuato,8803300000,0,30657900000,199400000,37829300000,282800000,26950862000,1797171528.47,289347,3.91123,115.182186111731
2021,Guerrero,57400000,0,529900000,0,1956700000,407300000,1157774000,669063372.709999,105903,1.41565,108.013706170614
2021,Hidalgo,209400000,0,10784800000,305500000,4220400000,5200000,1837919000,176133985.39,45772,2.70085,110.522856078518
2021,Jalisco,13497400000,202800000,82511100000,10660400000,93393700000,2004300000,23161220000,2142829534.74,102400,3.09968,116.235412511458
2021,Estado de México,3657500000,0,71901100000,11366000000,58974000000,2646400000,17542823000,1624055134.37,346694,4.65943,116.335866268605
2021,Michoacán,7451300000,0,7627100000,34100000,26330100000,16600000,7038921000,1033536017.04,124933,2.5418,113.594615152417
2021,Morelos,215400000,0,4988600000,2400000,3140800000,0,3197061000,94429293.1200001,127079,2.38563,102.050494693275
2021,Nayarit,379600000,0,1094600000,0,3010600000,852500000,248695000,250944555.45,133244,2.61016,117.870601318823
2021,Nuevo León,3686700000,0,204792200000,32060500000,134590900000,16260400000,41497317000,3231636693.94,333945,3.74577,119.183800039499
2021,Oaxaca,74200000,0,2288800000,0,2999400000,0,1060703000,-92635251.1200001,91910,1.51449,103.591020536508
2021,Puebla,1384300000,0,19618000000,988500000,24141400000,2240200000,14823780000,626413336.8,116028,3.84523,105.313501575041
2021,Querétaro,4760000000,0,19620600000,765500000,18861000000,339400000,14560322000,869856136.119998,233305,5.74908,122.56043819644
2021,Quintana Roo,283200000,0,9453400000,0,59455400000,10797400000,33060000,313589701.07,181328,4.41379,111.095095751878
2021,San Luis Potosí,1870200000,381000000,18750400000,981300000,11555600000,8777200000,13794439000,699343116.51,193065,3.32408,115.757587291909
2021,Sinaloa,9883200000,1006700000,13318600000,0,81328400000,5328100000,2922019000,541389748.360001,178329,2.74095,115.342355918268
2021,Sonora,14406400000,0,16534100000,3796700000,15431700000,4500000,20753422000,897454483.54,278159,3.60543,112.847160287755
2021,Tabasco,277900000,0,4063500000,1536200000,4466900000,0,7477362000,300143208.06,256961,5.1022,92.0874175251
2021,Tamaulipas,2441200000,0,9321000000,2438700000,14260600000,2430800000,32565307000,1271396610.4,205573,3.55175,103.373557185709
2021,Tlaxcala,22100000,0,1516700000,0,774000000,2800000,1928656000,50777417.82,100977,4.42309,109.165191887481
2021,Veracruz,7066200000,2000000,25437200000,2119300000,14528300000,7300000,6783261000,935423135.94,130609,3.30173,98.5595093419804
2021,Yucatán,3711700000,0,12054000000,215900000,19555500000,184900000,1161870000,145131929.71,156221,2.06799,121.801156124023
2021,Zacatecas,540800000,0,1539100000,0,3085200000,0,4268239000,1317912971.6,136439,2.7536,103.502301896259
