CVE_ENT,CVE_MUN,clave_ENTMUN,CVE_AGEB,,clave_ageb_SIN CEROS,p0020101,p0040104,p0050105,p0050205,p0050305,p0050405,p0050505,p0060105,p0060205,p0060305,p0060405,ups_cult,p008n06,p008n10,p008n14,p008n19,p008n31,ups_int,p009n10,ups_cult,p010n06,p010n10,p010n14,p010n19,p010n31,ups_int,p011n10,ups_cult,p012n06,p012n10,p012n14,p012n19,p012n31,ups_int,p013n10,p0230105,p0230205,p0230301,p0230405,p0230505,p0230605,p0230705,p0230805,p0230901,p0231001,p0231101,p0231201,p0231305,p0231401,p0231505,p0070101,p0070105,p0150001,p0150401,p0150501,p0150601,p0150702,p0160001,p0160005,p0160101,p0160201,p0160301,p0160401,p0160501,p0160601,p0160701,p0160801,p0160904,p0161002,p0170104,p0170204,p0180101,p0180201,p0180301,p0180401,p0180501,p0180602,p0190101,p0190201,p0190401,p0190501,p0190601,p0190701,p0190802,p0200101,p0200201,p0200301,p0200401,p0210101,p0210201,p0210301,p0220101,p0240101,p0240201,p0240301,p0240401,p0240501,p0240602,p0250101,p0260104,p0280101,p0290004,p0320101,p03301011,p03301012,p03301013,p03401011,p03401012,p03401013,p0350001,p0350101,p0350201,p0350301,p0350401,p0350502,p0360001,p0370001,p0370101,p0400001,p0400005,p0400104,p0400204,p0400301,p0410001,p0410101,p0410105,p0410201,p0410205,p0410401,p0410405,p0410601,p0410605,p0410701,p0410705,p0410802,p0410806,p0420101,p0420105,p0430101,p0430105,p0440001,p0450101,p0460101,p0470004,p0470101,p0480001,p0480101,p0490101,p0500101,p0510004,p0510101,p0510404,p0520101,p0520105,p0520201,p0520205,p0520301,p0520305,p0520401,p0520405,p0520501,p0520505,p0520701,p0520705,p0520901,p0521001,p0521101,p0521201,p0521302,p0521306,p0530101,p0530201,p0530301,p0530400,p0560104,p0560204,p0560304,p0560404,p0560504,p0560604,p0540001,p0540104,p0540204,p0540305,p0570101,p0570102,p0570103,p0580001,p0580401,p0580501,p0580601,p0580702,p0590001,p0600001,p0620001,p0620106,p0620206,p0620306,p0620406,p0620506,p0620606,p0620706,p0620806,p0620906,p0630001,p0630101,p0630201,p0630301,p0630402,p0640001,p0670001,p0670101,p0670201,p0670301,p0670401,p0670501,p0670601,p0680101,p0680201,p0680301,p0680401,p0680501,p0680601,p0690101,p0700101,p0700201,p0700301,p0700401,p0710101,p0710201,p0710301,p0710401,p0720101,p0720102,p0720201,p0720202,p0720301,p0720302,p0720401,p0720402,p0720501,p0720502,p0720601,p0720602,p0720701,p0720702,p0720801,p0720901,p0721001,p0721101,p0721201,p0721302,p0721303,p0730101,p0730201,p0730301,p0730302,p0730401,p0730501,p0730502,p0730601,p0730602,p0730701,p0730702,p0730802,p0730803,p0740101,p0750101,p0750201,p0750301,p0750401,p0760001,p0760101,p0770101,p0770201,p0770301,p0770401,p0770501,p0770601,p0780101,p0780201,p0780301,p0780401,p0790101,p0790102,p0790201,p0790202,p0790301,p0790302,p0790401,p0790402,p0790501,p0790601,p0790702,p0790703,p0800101,p0800102,p0800201,p0800202,p0800301,p0800402,p0800403,p0810101,p0820101,p0820201,p0820301,p0820401,p0820501,p0830101,p0840101,p0840201,p0840301,p0840401,p0840501,p0840601,p0840701,p0840801,p0840901,p0841001,p0841101,p0841204,p0841301,p0841401,p0841501,p0841601,p0841701,p0841801,p0841901,p0842001,p0842101,p0842201,p0842301,p0850101,p0850102,p0850201,p0850202,p0850301,p0850302,p0850401,p0850402,p0860101,p0860102,p0860201,p0860202,p0860301,p0860401,p0860501,p0860601,p0860701,p0860802,p0860803,p0870101,p0870102,p0870201,p0870202,p0870301,p0870302,p0870401,p0870402,p0870502,p0870503,p0880101,p0890101,p0890201,p0890301,p0890501,p0890701,p0890801,p0890901,p0890401,p0890601,p0900101,p0910101,p0910201,p0910301,p0910401,p0920101,p0920102,p0920201,p0920202,p0920301,p0920302,p0920401,p0920502,p0920503,p0930001,p0930204,p0930304,p0940101,p0950101,p0950201,p0950301,p0950401,p0950501,p0960101,p0960102,p0960201,p0960202,p0960301,p0960302,p0960401,p0960502,p0960503,p0970101,p0980101,p0980201,p0980301,p09804011,p09804012,p09804013,p0990105,p0990205,p0990305,p0990405,p1000001,p1000102,p1000103,p1000202,p1000203,p1000302,p1000303,p1000402,p1000403,p1010201,p1020001,p1020401,p1020501,p1020601,p1020701,p1020802,p1040001,p1110001,p1110101,p1110201,p1110301,p1110401,p1110501,p1110608,p1110708,p1110808,p1110908,p1111008,p1120001,p1120002,p1120106,p1120206,p1120306,p1120406,p1120506,p1130001,p1130002,p1130108,p1130208,p1130308,p1130408,p1130508,p1140101,p1150101,p1150201,p1150301,p1150401,p1150502,p1150601,p1160101,p1160105,p1160201,p1160205,p1160302,p1160306,p1170100,p1170101,p1170202,p1180001,p1180101,p1180201,p1180301,p1180401,p1180501,p1180601,p1180701,p1180801,p1180901,p1181001,p1181101,p1181201,p1181301,p1181401,p1181501,p1181601,p1181701,p1181801,p1181901,p1182001,p1182101,p1182201,p1182301,p1182402,p1190101,p1200101,p1200201,p1200301,p1200401,p1200502,p1210101,p1210201,p1210301,p1210401,p1210501,p1210701,p1220001,p1220002,p1220101,p1220102,p1220201,p1220202,p1220301,p1220302,p1220401,p1220402,p1230001,p1230002,p1230101,p1230102,p1230201,p1230301,p1230401,p1230501,p1230601,p1230602,p1230701,p1230801,p1230901,p1231001,p1240001,p1250001,p1250101,p1250201,p1250301,p1250401,p1250501,p1250601,p1270101,p1280101,p1280103,p1280104,p1280201,p1280203,p1280204,p1280301,p1280303,p1280304,p1280401,p1280403,p1280404,p1280501,p1280503,p1280504,p1280601,p1280603,p1280604,p1280701,p1280703,p1280704,p1280801,p1280803,p1280804,p1280901,p1280903,p1280904,p1281001,p1281003,p1281004,p1281101,p1281201,p1281301,p1281401,p1281502,p1281504,p1281505,p1290101,p1290201,p1290301,p1290401,p1290501,p1290601,p1290701,p1290801,p1290902,p1300101,p1300201,p1300301,p1300401,p1300501,p1300601,p1300702,p1310101,p1310201,p1330101,p1330201,p1330301,p1330401,p1330502,p1340101,p1340201,p1340301,p1340402,p1350101,p1350201,p1350301,p1350401,p1350501,p1350602,p1360101,p1360201,p1360301,p1360401,p1360501,p1360601,p1360701,p1360801,p1360901,p1361002,p13701011,p13701012,p13701013,p13701014,p1370202,p1380101,p1380201,p1380301,p1380401,p1380502,p1380601,p1390101,p1390201,p1390301,p1390401,p1390501,p1390601,p1390701,p1390801,p1390901,p1391001,p1391102,p1400101,p1410101,p1410201,p1410301,p1410401,p1410501,p1410601,p1410702,p1430101,p1430201,p1430301,p1430402,p1450101,p1450201,p1450301,p1450401,p1450501,p1450602,p14600011,p14600012,p1470101,p1480102,p1490102,p1500102,p1510101,p1530101,p1530201,p1530202,p1530301,p1530302,p1540101,p1540201,p1540301,p1540401,p1540501,p1540601,p1540701,p1540801
13,027,13027,003-5,13027003-5,13027003-5,1533,3598.92,41.8338,357.1052,3199.981,0,0,3563.1199,26.3003,0,9.4998,371,397.1089,326.378,432.3301,47.4506,6.1624,1,1,29,32.5085,21.942,24.4162,2.567,2,0,0,1243,2354.9837,2310.5414,3938.0626,1259.6262,14.981,4,1.5618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,3113.3508,0,0,0,0,0,149,363.82,4,125,1,2,0,4,0,12,25.6225,1,3113.3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1105,0,0,0,0,0,0,4,2.5053,1,1,123,59,508,659,0,262,905,1167,888,276,1,0,11,0,229,180,56,377.0786,319.2425,29.9951,2,8,4,5.658,1,17.3333,1,28,2,9.8625,0,0,0,0,3,36.1658,5,7.9657,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,29.8611,0,0,0,0,0,0,0,0,0,0,0,0,16,160.79,0,0,40,0,0,0,0,0,4,0,0,4,0,0,58,689,121,245,100,141,163,14,0,158,25,0,207,1485,100,465,84,23,551,90,0,8,40,618,38,603,37,595,1,3,0,0,0,0,0,0,21,1,11,6,1,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,12,28,3,14,6,99,418,5,13,73,277,48,2,55,219,5,0,12,154,14,175,16,184,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,5,37,0,421,5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,22,55,51,51,51,2,0,0,0,0,0,0,0,0,0,0,0,0,33,44,32,8,0,1,0,17,17,17,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,1,15000,1,1,0,839,495,7,0,0,0,1,1,0,0,0,0,0,0,0,0,330,505,5,0,1,1,0,0,28,28,7,0,0,18,3,1173,52,0,0,0,0,384,729,25,8,160,65,539,232,10,6,500,1846,52,3,16,0,0,0,1794,261,490,0,0,0,204,189,189,0,188,1,0,0,18,9,302,124,2,20,2,2,27,12,0,0,0,3,105,20,0,0,0,0,0,0,0,0,0,1,18,0,2,102,27,0,0,0,0,2,40,13,13,11,0,0,11,0,0,0,0,5,1,4,0,3,0,6,14,4,1,12,3,0,0,6,13,0,1,15,4,0,0,0,0,16,1,9,1,1,0,0,0,0,0,1197,21,0,0,7,11,0,0,0,17,1197,274,944,948,9,3,9,236,100,0,6,0,57,2,0,0,0,53,2,0,1202,8,1,115,0,3,0,5,0,0,936,289,1124,953,27,9,676,3415,1762,897,1653,1209,640,628,37,1055,433,885,984,775
13,027,13027,004-A,13027004-A,13027004-A,636,1843.6426,89.153,6.85,1747.6396,0,0,1810.7423,8,7.5,17.4003,160,156.8116,146.0452,174.7895,15.8009,1,0,0,75,48.0262,44.7297,84.0005,3.9152,0.625,0,0,523,1059.0704,1048.1219,1999.2037,694.8787,21.9156,2,1.1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,1488.6987,0,0,0,0,0,104,273.2758,8,45,0,5,27,9,2,0,0,8,1488.6987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,480,1,0,0,0,0,0,0,0,0,0,60,58,208,222,28,157,245,402,213,164,24,1,0,0,33,33,90,332.6777,317.6396,56.0381,4,4,4,4.2195,0,0,0,0,0,0,0,0,1,0.4375,3,9.1784,2,8.4308,1,2,2,1.2563,2,1,0,0,0,0.6563,1,0.6563,2,1.5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,0,2,0,0,37,32.2229,90.5946,6.5034,0,0,0,0,0,0,0,0,0,0,3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,717,247,254,111,65,182,12,0,199,143,0,4,40,31,433,148,10,596,7,0,9,37,575,39,600,34,577,1,2,0,0,0,0,0,0,30,1,11,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,34,10,4,5,76,215,2,12,24,165,12,0,0,63,17,0,6,67,7,72,5,63,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,349,5937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,0,1,1,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,12,13,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,205,141,6,0,1,1,0,1,0,0,0,0,0,0,1,0,28,29,41,0,0,0,0,0,3,2,0,0,0,1,1,470,14,0,0,0,0,43,94,4,1,28,8,62,22,0,0,27,103,12,3,6,0,0,0,91,4,22,0,0,0,6,3,3,0,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,4,1,0,0,0,4,0,1,5,0,0,0,0,0,5,1,1,1,0,1,0,0,0,0,466,17,0,0,1,19,0,0,0,19,449,7,157,431,6,4,8,19,4,0,1,5,10,6,0,0,0,3,1,0,470,3,10,91,0,2,0,1,0,0,414,70,482,101,35,7,335,1620,834,394,786,534,218,138,22,407,66,316,453,422
13,060,13060,001-0,13060001-0,13060001-0,624,1307.7834,57.367,0,1234.4163,0,16.0001,1292.6168,8.1666,3.9999,2.0001,128,134.8955,108.6316,118.6791,12.7938,44.6436,12,10.6228,16,15.9913,12.3138,14.2088,3.6931,13.405,10,12.7609,390,736.8788,727.8058,1409.8364,484.7036,426.8616,1,0.25,0,7.2858,0,0,0,0,0,0,0,0,0,1,0,0,0,373,1048.2174,1,0,0,1,0,75,186.834,2,43,0,19,7,1,0,2,4,1,1048.2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,359,0,0,0,0,0,0,0,0,0,0,69,19,330,24,2,243,109,351,33,313,0,0,6,0,3,3,67,243.9435,198.9895,23.0367,3,5,4,3.5786,0,0,1,5.0902,0,0,0,0,0,0,1,0.5217,4,6.432,1,1,0,0,0,0,0,1,0,0.2353,1,0.2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,0,2,0.9412,2.8236,0.2036,0,0,0,1,0,1,0,0,0,0,5,4.9,0,0,0,0,0,0,0,0,3,0,0,3,0,0,97,536,42,163,71,106,32,15,3,52,77,0,62,585,46,295,31,15,332,9,0,31,29,331,29,332,29,330,0,0,0,0,0,0,0,0,19,0,10,0,1,0,0,0,0,0,0,0,0,0,6,8,0,0,2,2,9,0,15,8,3,57,162,1,9,14,131,6,1,0,30,33,2,7,63,7,63,7,63,0,0,0,1,0,0,0,0,0,0,0,3,5,5,0,0,0,38,0,273,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,24,1,0,0,0,4,4,4,0,0,0,0,5,2,0,0,0,3,0,0,0,0,0,3,316,4,4,0,182,119,2,0,1,0,0,0,1,0,0,0,0,0,0,1,56,77,0,0,0,0,0,0,23,2,1,0,0,0,1,364,2,0,0,0,0,122,250,27,9,48,16,168,84,7,2,157,749,6,0,4,0,0,0,743,159,154,0,0,0,68,40,40,0,39,0,1,0,5,0,0,0,1,200,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,3,26,6,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,1,1,0,2,0,0,0,2,3,2,0,1,1,0,1,0,3,0,0,2,1,2,0,0,0,3,2,1,1,1,1,1,1,1,0,355,11,0,0,0,108,0,1,0,7,250,22,236,318,151,9,143,68,68,1,9,1,5,0,0,0,0,5,0,0,331,12,15,64,0,12,0,0,0,0,312,54,358,83,24,5,236,1029,525,259,504,366,267,111,61,346,190,338,330,308
20,003,20003,002-9,20003002-9,20003002-9,528,898.9825,1.0005,690.9822,206.9998,0,0,896.6492,1.8333,0,0.5,140,143.2168,101.6763,183.5986,0.54,128.6713,1,0.0834,9,8.3036,5.0229,3.8419,0.4087,8.3036,0,0,251,344.5136,316.7404,751.5282,113.8916,297.7741,1,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,897.9824,0,0,0,0,0,142,410.3354,9,19,4,20,4,0,0,86,227.7003,0,897.9824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,1,0.0001,1,1,85,56,182,1,1,119,63,182,1,181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5,10,5,0,0,0,0,3,2,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,3,0,2,2,0,158,66,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,119,0,3,0,0,0,0,1,1,1,0,0,0,0,233,6,0,0,0,0,23,37,3,1,5,1,29,11,0,0,14,35,1,0,1,0,0,0,34,4,13,0,0,0,5,3,3,0,3,0,0,0,1,0,0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,3,3,4,0,0,0,1,6,0,0,6,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,238,0,0,0,1,4,0,8,0,8,219,35,21,44,7,0,2,1,10,0,0,0,3,0,0,0,0,3,0,0,228,0,8,11,0,0,0,0,0,0,173,66,133,238,1,0,155,706,297,147,409,221,210,1,2,230,12,215,49,81
20,003,20003,003-3,20003003-3,20003003-3,712,1209.1246,0.0001,757.8341,451.2904,0,0,1209.1246,0,0,0,186,165.6301,100.3657,196.124,0,130.6158,2,0.9234,21,10.9313,7.5211,6.8654,0.52,5.9872,0,0,366,436.8578,366.0035,576.3275,122.5101,388.084,4,0.1745,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,1208.8334,0,0,0,0,0,287,607.4423,2,109,0,39,2,3,0,129,208.4017,3,1208.8334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,351,0,0,0,0,0,0,15,0.2912,0,0,67,81,261,12,4,217,52,269,2,267,0,0,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,157,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,1,0,0,0,0,0,0,309,45,0,0,0,0,230,622,116,97,79,69,355,213,90,63,31,59,0,0,0,0,0,0,59,0,31,0,0,0,8,4,4,0,3,0,1,0,2,0,0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,3,3,1,0,0,0,4,1,0,0,0,0,0,0,0,0,351,0,0,0,3,156,0,0,0,0,198,130,186,204,13,2,1,11,21,1,0,0,3,0,0,0,0,3,0,0,184,0,3,167,0,0,0,0,0,0,226,128,189,352,2,0,238,812,380,202,432,297,276,0,3,336,46,344,105,198
20,012,20012,001-3,20012001-3,20012001-3,1187,7538.8691,9.3263,4679.4243,2850.1185,0,0,7497.7926,38.9653,0,0,246,127.4768,125.9261,194.1671,8.9457,125.6115,0,0,13,6.0277,6.0277,35.9492,0.86,6.0277,0,0,1785,5764.6632,5734.2095,14610.6865,584.0008,5671.9534,42,79.2769,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1108,7346.595,0,0,0,0,0,224,1531.226,1,144,2,3,0,22,1,15,110.6865,36,7346.0949,0.5001,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,37,27,0,314,0,0,0,0,0,1,12,8.0011,1,1,18,80,1009,19,0,455,573,1028,232,793,0,0,3,0,2,0,20,130.2179,56.1257,19.8291,0,1,1,2.4864,0,0,0,0,0,0,0,0,0,0,0,0,10,50.5687,1,1,4,5.018,4,0,0,2,0,5.8173,2,0,3,8.58,1,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.8,0,0,0,0,0,0,0,0,2,2,0,0,0,0,16,70,32,13,3,34,8,0,0,9,0,0,36,200,6,50,2,0,0,20,0,38,3,52,2,40,3,52,1,8,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,20,40,20,2,2,12,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,7858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,550,4,1,3,0,3.81,0,0.02,0,0,0,0,0,0,0,0,0,0,0,6,16,16,16,16,4,0,0,0,0,0,0,0,0,0,0,0,0,9,13,9,3,1,0,0,2,2,2,0,0,0,0,24,3,0,1,2,18,0,0,0,0,0,24,196015,0,0,0,210,25,0,0,2,0,0,0,5,0,0,0,0,0,0,2,31,117,1,3,0,0,0,0,36,60,4,0,0,50,6,763,344,0,0,0,0,518,860,21,8,110,46,707,396,26,16,335,1623,1,0,1,0,0,0,1622,234,335,0,0,0,140,90,90,0,87,1,0,2,2,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,2,1,0,0,1,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1105,1,0,0,1,130,0,0,0,73,912,41,105,196,28,2,2,8,12,0,0,4,1,0,0,0,0,1,0,0,296,17,6,808,0,5,0,12,0,0,816,291,1041,792,113,15,812,3531,2256,1124,1275,948,400,11,94,980,165,517,518,398
20,012,20012,002-8,20012002-8,20012002-8,43,339.0012,4.5,334.5012,0,0,0,339.0012,0,0,0,5,10.009,10.009,12.795,0.9621,10.009,0,0,0,0,0,0,0,0,0,0,50,239.4242,236.6164,474.818,19.5212,237.6164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,330.0012,0,0,0,0,0,13,80.568,2,11,0,0,0,0,0,0,0,0,330.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,17,23,1,0,8,16,24,2,21,0,0,1,0,0,0,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,2,2,0,0,0,2,0,13,28,0,0,0,0,3,5,0,0,0,0,5,1,0,0,14,73,3,0,1,0,0,0,70,18,14,0,0,0,14,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,8,0,0,0,2,31,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,18,0,0,0,0,0,0,37,4,39,36,2,0,29,176,100,52,76,60,37,0,0,39,7,39,20,21
