dataset,experiment,environment,label,spp,Country,Region,Region_4,Lat,Lon,Alt,Pop_Ind,Pop,Ind,block,treatment,germDate,survival,flDate_1,flDate_2,no_fl ,height,no_stem,no_buds,frDate_1,SowDate
Durham,vernalisation,ASK,green,bienne,Spain,Spain South B,Spain South,37.93551111,-5.711172222,529,6_29,6,29,3,Vernalization,19/12/2018,1,27/03/2019,NA,1,30,1,0,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,Spain,Spain South B,Spain South,37.93551111,-5.711172222,529,6_29,6,29,6,Vernalization,19/12/2018,1,27/03/2019,28/03/2019,2,27,7,3,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,Spain,Spain South B,Spain South,38.33105278,-3.580855556,710,11_23,11,23,3,Vernalization,19/12/2018,1,15/03/2019,17/03/2019,3,24,9,4,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK North,UK,53.13731111,-1.143669444,124,Man_4,Man,4,5,Vernalization,19/12/2018,1,23/03/2019,26/03/2019,1,21,5,3,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK North,UK,53.13731111,-1.143669444,124,Man_4,Man,4,7,Vernalization,19/12/2018,1,28/03/2019,29/03/2019,2,24.5,3,2,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK North,UK,53.13731111,-1.143669444,124,Man_5,Man,5,4,Vernalization,19/12/2018,1,27/03/2019,29/03/2019,1,29,5,2,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK North,UK,53.13731111,-1.143669444,124,Man_5,Man,5,8,Vernalization,19/12/2018,1,27/03/2019,01/04/2019,2,25,3,1,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK North,UK,53.13731111,-1.143669444,124,Man_6,Man,6,4_1,Vernalization,23/12/2018,1,31/03/2019,02/03/2019,2,27,4,2,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK North,UK,53.13731111,-1.143669444,124,Man_6,Man,6,7_2,Vernalization,23/12/2018,1,26/03/2019,31/03/2019,1,29,5,1,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK North,UK,53.13731111,-1.143669444,124,Man_8,Man,8,2,Vernalization,23/12/2018,1,25/03/2019,29/03/2019,1,27.5,5,0,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK North,UK,53.13731111,-1.143669444,124,Man_8,Man,8,7,Vernalization,19/12/2018,1,03/04/2019,NA,1,19.5,5,1,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK North,UK,53.30307222,-3.553280556,5,Tym_3,Tym,3,7,Vernalization,19/12/2018,1,09/04/2019,13/04/2019,2,28.5,3,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK North,UK,53.30307222,-3.553280556,5,Tym_3,Tym,3,7_2,Vernalization,23/12/2018,1,07/04/2019,10/04/2019,1,33.5,7,1,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK North,UK,53.30307222,-3.553280556,5,Tym_5,Tym,5,3,Vernalization,19/12/2018,1,07/04/2019,NA,1,22.5,5,0,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK North,UK,53.30307222,-3.553280556,5,Tym_5,Tym,5,7,Vernalization,23/12/2018,1,08/04/2019,NA,1,28.5,1,0,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK North,UK,53.30307222,-3.553280556,5,Tym_26,Tym,26,1,Vernalization,19/12/2018,1,04/04/2019,NA,1,25.5,3,0,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK North,UK,53.30307222,-3.553280556,5,Tym_26,Tym,26,7,Vernalization,19/12/2018,1,07/03/2019,NA,1,28.5,3,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK North,UK,53.30307222,-3.553280556,5,Tym_30,Tym,30,5,Vernalization,19/12/2018,1,06/04/2019,NA,NA,28,1,0,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK North,UK,53.30307222,-3.553280556,5,Tym_30,Tym,30,8,Vernalization,19/12/2018,1,05/04/2019,09/04/2019,1,27.5,4,2,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK North,UK,53.35291111,-0.9592694444,15,Sut_4,Sut,4,1,Vernalization,23/12/2018,1,05/04/2019,NA,1,27.5,3,0,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK North,UK,53.35291111,-0.9592694444,15,Sut_4,Sut,4,7_1,Vernalization,19/12/2018,1,01/04/2019,03/04/2019,1,30.5,4,1,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK South,UK,50.6,-2.01,,Dor,Dor,A,5,Vernalization,19/12/2018,1,29/03/2019,04/04/2019,1,35,3,1,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK South,UK,50.6,-2.01,,Dor,Dor,A,8,Vernalization,19/12/2018,1,04/04/2019,12/04/2019,1,37.5,4,1,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK South,UK,50.6,-2.01,,Dor,Dor,B,1,Vernalization,19/12/2018,1,01/04/2019,NA,1,31,5,0,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK South,UK,50.6,-2.01,,Dor,Dor,B,2,Vernalization,19/12/2018,1,07/04/2019,NA,1,29.5,2,0,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK South,UK,50.6,-2.01,,Dor_C,Dor,C,3,Vernalization,23/12/2018,1,26/03/2019,28/03/2019,2,29,2,5,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK South,UK,50.6,-2.01,,Dor_C,Dor,C,7_2,Vernalization,19/12/2018,1,01/04/2019,04/04/2019,2,33,8,5,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK South,UK,50.68183333,-1.074916667,9,IOW2_2,IOW2,2,1,Vernalization,19/12/2018,1,21/03/2019,22/03/2019,1,19,4,0,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK South,UK,50.68183333,-1.074916667,9,IOW2_2,IOW2,2,7_2,Vernalization,19/12/2018,1,25/03/2019,28/03/2019,2,29,7,7,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK South,UK,50.68183333,-1.074916667,9,IOW2_25,IOW2,25,1,Vernalization,19/12/2018,1,19/03/2019,21/03/2019,3,29,5,3,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK South,UK,50.68183333,-1.074916667,9,IOW2_25,IOW2,25,6,Vernalization,19/12/2018,1,17/03/2019,20/03/2019,1,23.5,5,3,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK South,UK,50.68183333,-1.074916667,9,IOW2_26,IOW2,26,1,Vernalization,19/12/2018,1,09/04/2019,23/04/2019,3,22.5,4,1,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK South,UK,50.68183333,-1.074916667,9,IOW2_26,IOW2,26,4_2,Vernalization,19/12/2018,1,31/03/2019,02/04/2019,2,33,11,0,NA,13/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK South,UK,50.68183333,-1.074916667,9,IOW2_30,IOW2,30,8,Vernalization,23/12/2018,1,12/04/2019,NA,1,16.5,6,0,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK South,UK,50.68183333,-1.074916667,9,IOW2_30,IOW2,30,3*,Vernalization,19/12/2018,1,04/04/2019,07/04/2019,2,30,15,2,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK South,UK,50.69146667,-1.0954,1,IOW1_10,IOW1,10,1,Vernalization,19/12/2018,1,26/03/2019,29/03/2019,2,24.5,4,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK South,UK,50.69146667,-1.0954,1,IOW1_10,IOW1,10,6,Vernalization,19/12/2018,1,15/03/2019,17/03/2019,2,25,6,4,NA,10/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK South,UK,50.69146667,-1.0954,1,IOW1_11,IOW1,11,4,Vernalization,23/12/2018,1,06/04/2019,08/04/2019,2,26.5,5,2,NA,10/12/2018
Durham,vernalisation,ASK,green,bienne,UK,UK South,UK,50.69146667,-1.0954,1,IOW1_11,IOW1,11,6,Vernalization,19/12/2018,1,28/03/2019,NA,1,26.5,4,1,NA,13/12/2018
Durham,vernalisation,ASK,purple,bienne,UK,UK South,UK,50.69146667,-1.0954,1,IOW1_17,IOW1,17,6,Vernalization,19/12/2018,1,22/03/2019,25/03/2019,1,25.5,4,1,NA,10/12/2018
Durham,varnalisation,ASK,green,bienne,UK,UK South,UK,50.69146667,-1.0954,1,IOW1_17,IOW1,17,4_2,Vernalization,19/12/2018,1,30/03/2019,NA,1,27,4,0,NA,13/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Ara,Ara,NA,6,Vernalization,15/12/2018,1,20/03/2019,23/03/2019,2,68,1,4,NA,13/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Ara,Ara,NA,6,Vernalization,15/12/2018,1,17/03/2019,20/03/2019,2,72.5,1,2,NA,10/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Ari,Ari,NA,6,Vernalization,15/12/2018,1,15/03/2019,18/03/2019,2,84,1,1,NA,13/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Ari,Ari,NA,6,Vernalization,15/12/2018,1,18/03/2019,21/03/2019,2,68,1,3,NA,10/12/2018
Durham,vernalisation,glasshouse,green,usitatissimum,,,,,,,Ari,Ari,NA,7,Vernalization,15/12/2018,1,11/03/2019,15/03/2019,3,57.2,4,3,NA,13/12/2018
Durham,vernalisation,glasshouse,purple,usitatissimum,,,,,,,Ari,Ari,NA,7_1,Vernalization,15/12/2018,1,10/03/2019,11/03/2019,2,67,1,4,NA,10/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Ble,Ble,NA,1,Vernalization,15/12/2018,1,25/03/2019,28/03/2019,2,51,1,2,NA,13/12/2018
Durham,vernalisation,glasshouse,purple,usitatissimum,,,,,,,Ble,Ble,NA,1,Vernalization,15/12/2018,1,19/03/2019,26/03/2019,2,37.5,1,4,NA,10/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Ble,Ble,NA,4,Vernalization,15/12/2018,1,27/03/2019,29/03/2019,1,66,2,5,NA,10/12/2018
Durham,vernalisation,glasshouse,green,usitatissimum,,,,,,,Ble,Ble,NA,6,Vernalization,15/12/2018,1,18/03/2019,21/03/2019,2,59,1,5,NA,13/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Bol,Bol,NA,6,Vernalization,15/12/2018,1,15/03/2019,17/03/2019,2,65.2,1,4,NA,13/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Bol,Bol,NA,7_1,Vernalization,15/12/2018,1,17/03/2019,21/03/2019,2,58,1,4,NA,10/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Ede,Ede,NA,1,Vernalization,15/12/2018,1,22/03/2019,24/03/2019,1,79,1,2,NA,13/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Ede,Ede,NA,2,Vernalization,15/12/2018,1,24/03/2019,27/03/2019,2,70.5,1,2,NA,10/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Gis,Gis,NA,1,Vernalization,15/12/2018,1,27/03/2019,30/03/2019,2,46,2,2,NA,10/12/2018
Durham,vernalisation,glasshouse,green,usitatissimum,,,,,,,Gis,Gis,NA,2,Vernalization,19/12/2018,1,22/03/2019,24/03/2019,2,56,3,1,NA,13/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Gis,Gis,NA,3,Vernalization,15/12/2018,1,18/03/2019,22/03/2019,2,50,3,3,NA,13/12/2018
Durham,vernalisation,glasshouse,purple,usitatissimum,,,,,,,Gis,Gis,NA,4,Vernalization,15/12/2018,1,31/03/2019,03/04/2019,2,66,3,4,NA,10/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Lir,Lir,NA,2,Vernalization,19/12/2018,1,06/03/2019,NA,1,18,1,0,NA,13/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Lir,Lir,NA,5,Vernalization,15/12/2018,1,11/03/2019,13/03/2019,2,52,3,5,NA,10/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Mar,Mar,NA,2,Vernalization,23/12/2018,1,16/03/2019,19/03/2019,2,41,1,3,NA,10/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Mar,Mar,NA,8,Vernalization,15/12/2018,1,18/03/2019,21/03/2019,2,43.5,1,6,NA,13/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Mon,Mon,NA,4,Vernalization,15/12/2018,1,21/03/2019,25/03/2019,1,52.5,1,4,NA,10/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Mon,Mon,NA,5,Vernalization,15/12/2018,1,15/03/2019,18/03/2019,2,81.5,2,6,NA,13/12/2018
Durham,vernalisation,glasshouse,purple,usitatissimum,,,,,,,Mon,Mon,NA,5,Vernalization,19/12/2018,1,11/03/2019,13/03/2019,2,71,1,6,NA,10/12/2018
Durham,vernalisation,glasshouse,green,usitatissimum,,,,,,,Mon,Mon,NA,8,Vernalization,15/12/2018,1,22/03/2019,24/03/2019,2,56,1,3,NA,13/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Olg,Olg,NA,5,Vernalization,15/12/2018,1,25/03/2019,28/03/2019,2,74,1,2,NA,13/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Olg,Olg,NA,5,Vernalization,15/12/2018,1,17/03/2019,21/03/2019,3,74,1,1,NA,10/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Ome,Ome,NA,3,Vernalization,15/12/2018,1,07/03/2019,09/03/2019,2,25,1,2,NA,10/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Ome,Ome,NA,8,Vernalization,15/12/2018,1,08/03/2019,10/03/2019,2,28.5,1,1,NA,13/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Pri,Pri,NA,5,Vernalization,15/12/2018,1,12/03/2019,15/03/2019,3,47,3,6,NA,10/12/2018
Durham,vernalisation,glasshouse,purple,usitatissimum,,,,,,,Pri,Pri,NA,6,Vernalization,15/12/2018,1,19/03/2019,22/03/2019,2,41.5,3,4,NA,10/12/2018
Durham,vernalisation,glasshouse,green,usitatissimum,,,,,,,Pri,Pri,NA,8,Vernalization,15/12/2018,1,22/03/2019,26/03/2019,2,42,2,5,NA,13/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Pri,Pri,NA,4_1,Vernalization,15/12/2018,1,17/04/2019,19/04/2019,2,23.5,9,2,NA,13/12/2018
Durham,vernalisation,glasshouse,green,usitatissimum,,,,,,,Rab,Rab,NA,6,Vernalization,15/12/2018,1,19/03/2019,22/03/2019,2,62,1,2,NA,13/12/2018
Durham,vernalisation,glasshouse,purple,usitatissimum,,,,,,,Rab,Rab,NA,6,Vernalization,15/12/2018,1,15/03/2019,18/03/2019,2,47.5,1,4,NA,10/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Rab,Rab,NA,4_2,Vernalization,19/12/2018,1,26/03/2019,28/03/2019,2,42,3,6,NA,13/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Rab,Rab,NA,7_2,Vernalization,15/12/2018,1,18/03/2019,20/03/2019,2,49.3,3,11,NA,10/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Suz,Suz,NA,5,Vernalization,15/12/2018,1,22/03/2019,26/03/2019,2,56,1,4,NA,13/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Suz,Suz,NA,7_1,Vernalization,15/12/2018,1,19/03/2019,23/03/2019,2,56,1,3,NA,10/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Tin,Tin,NA,2,Vernalization,19/12/2018,1,26/03/2019,07/04/2019,1,45,2,1,NA,13/12/2018
Durham,vernalisation,glasshouse,green,usitatissimum,,,,,,,Tin,Tin,NA,6,Vernalization,15/12/2018,1,17/03/2019,20/03/2019,2,46,1,2,NA,13/12/2018
Durham,vernalisation,glasshouse,purple,usitatissimum,,,,,,,Tin,Tin,NA,6,Vernalization,15/12/2018,1,29/03/2019,04/04/2019,3,53.5,1,1,NA,10/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Tin,Tin,NA,7_2,Vernalization,15/12/2018,1,18/03/2019,20/03/2019,1,63,3,3,NA,10/12/2018
Durham,vernalisation,garden,purple,usitatissimum,,,,,,,Vol,Vol,NA,1,Vernalization,15/12/2018,1,20/03/2019,25/03/2019,1,36.5,2,3,NA,10/12/2018
Durham,vernalisation,garden,green,usitatissimum,,,,,,,Vol,Vol,NA,7,Vernalization,15/12/2018,1,21/03/2019,25/03/2019,2,29,1,2,NA,13/12/2018
